air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
CO2,voice_rate,10,3277,0.13335544548301842,1.784272466986128e-14,6.700086265696022e-08,1626.865841487581,0.9997414468811602,0.33658361984968943,0.13335544548301842
CO2,voice_rate,9,3278,0.13287133460312772,2.199722216553223e-14,7.479352743107609e-08,1627.3325194658416,0.9997415317258486,0.3365917049373841,0.13287133460312772
CO2,voice_rate,8,3279,0.13195758213716519,3.285535384556776e-14,9.11282015818074e-08,1627.799277161176,0.9997415528883843,0.33659978489525705,0.13195758213716519
CO2,voice_rate,7,3280,0.13136273066024437,4.247056404201134e-14,1.0417809246369404e-07,1628.2660013005777,0.9997416020610035,0.3366078597281855,0.13136273066024437
CO2,voice_rate,6,3281,0.12990104906149272,8.045923837436486e-14,1.4311730067781546e-07,1629.093036309781,0.9997416549208665,0.3365178264010374,0.12990104906149272
CO2,voice_rate,5,3282,0.1288184211807762,1.28298483945599e-13,1.8029422726582288e-07,1629.9205482877176,0.9997417094911184,0.33642772967407214,0.1288184211807762
CO2,voice_rate,4,3283,0.1275856994450293,2.1752615349099959e-13,2.3631768565385232e-07,1630.3873979797588,0.999741751710729,0.3364358156090089,0.1275856994450293
CO2,voice_rate,3,3284,0.1263195649994059,3.723301351792283e-13,3.0863022021000714e-07,1630.854272295768,0.9997417748833483,0.33644389642112255,0.1263195649994059
CO2,voice_rate,2,3285,0.12446423722743634,8.138949457465574e-13,4.5989154454637645e-07,1631.3211147058985,0.9997418246970969,0.3364519721152816,0.12446423722743634
CO2,voice_rate,1,3286,0.1229659369140614,1.515864065057492e-12,6.270498889175729e-07,1631.787967081115,0.9997418673086726,0.3364600426963461,0.1229659369140614
CO2,voice_rate,0,3287,0.1207587588461036,3.752978183454202e-12,9.876060865786666e-07,1633.3874755705733,0.9997418878311114,0.3361604061371288,0.1207587588461036
